hole id,From,To,Core Description & Comments,Color,Lithology,relog codes,Text 1,Text 1 intens.,% Py,% Cp,% Ga,% Sp,% Mt,Alt1 Code,Alt1 Mod,Alt1 int.,Alt2 Code,Alt2 Mod,Alt2 int.,ALT Text mod,Quartz vein style,ANHY Abund.,ANHY Mode,Struct1,Struct1 dens.,VEIN PARA Old,VEIN PARA Young,VEIN PARA DOM. TYPE,OX State,OX Type,OX Abnd.,SEA_relog_grouped,SEA_relog_select
SK09-02,6.06,39.0,"fine sandy sediment and wack, disseminated py with scattered coarse veins, mm to several cm, scattered mm to cm scale quartz-carb veinlets. Minor crackle brecciation",E,WACK,WACK,Fg,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,39.0,41.0,"70% Coarse Py  Vein, boundaries diffuse",S,PY,PY,,,70.0,,,,,,,,,,,,,,,,,,,,5.0,,,Veins,Veins
SK09-02,41.0,48.0,same as above vein,G,WACK,WACK,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,48.0,49.5,"top meter 80% py, lower 0.5 meter 30% Py.  Remainder is sediment. Some brecciation.",S,PY,PY,,,65.0,,,,,,,,,,,,,,,,,,,,5.0,,,Veins,Veins
SK09-02,49.5,53.7,"sediments as above, one 30cm coarse vein, some py replaced laminae",G,WACK,WACK,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,53.7,55.55,"80% coarse py vein, patchy interstitial sp, minor cp",S,PY,PY,,,80.0,0.2,,2.0,,,,,,,,,,,,,,,,,5.0,,,Veins,Veins
SK09-02,55.55,65.3,seds as above vein,G,WACK,WACK,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,65.3,68.1,"seds with 10% py and 2% sph, quartz-carb veins, bleaching",G,WACK,WACK,,,10.0,,,2.0,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,68.1,69.44,"missing core, massive py-sph-cp based on assay",,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
SK09-02,69.44,76.34,"sediments with 15% coarse py veins, patches up to 30 cm, weathered quartz-carb veins, lenses",G,WACK,WACK,,,15.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,76.34,84.3,,,,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
SK09-02,84.3,87.2,"laminated fine, brown-grey green sediments, 2-4% py",BGN,SSLN,SSLN,,,3.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,87.2,89.84,,,MC,MC,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
SK09-02,89.84,119.0,"non-laminated fine sediments, 1% py, abundant quart-carb veins, some sph near upper contact",G,SSLN,SSLN,,,1.0,,,0.2,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,119.0,120.0,,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
SK09-02,120.0,122.0,seds as above,G,SSLN,SSLN,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,122.0,124.0,,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
SK09-02,124.0,149.0,"Fine massive seds, patchy sph and py first 4m",GN,SSLN,SSLN,,,2.0,,,0.2,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,149.0,188.0,"medium grained, massive feldspathic wacke, much less sulfides, and quartz-carb veining than in above siltstones",G,WACK,WACK,,,0.5,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,188.0,214.75,massive-fine sediments as above wacke,DG,SSLN,SSLN,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,214.75,216.3,near massive coarse py,,PY,PY,,,95.0,,,,,,,,,,,,,,,,,,,,5.0,,,Veins,Veins
SK09-02,216.3,268.0,sandy feldspathic wacke. A few quartz-carb-chlorite veins to 10 cm,G,WACK,WACK,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
SK09-02,268.0,271.0,half meter fault at center,,FLTZ,FLTZ,,,,,,,,,,,,,,,,,,fl,,,,,5.0,,,Faults,Faults
SK09-02,271.0,290.78,"same as above fault, very sparse veining and py",G,WACK,WACK,,,0.5,,,,,,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
