HID_STRG,FROM,TO,OLDLITH,DRILLLOG,COMMENTS,LITH_1,Lith_grouped,Lith_select 
U1110-12,26.5,27.8,FP,,,FP,,
U1110-12,27.8,27.9,F30,,,F30,,
U1110-12,27.9,34.5,FP,,,FP,,
U1110-12,34.5,34.6,F10,,,F10,,
U1110-12,34.6,38.8,FP,,,FP,,
U1110-12,38.8,67.7,VC,,,VC,,
U1110-12,67.7,68.9,VCK,,,VCK,,
U1110-12,68.9,69.8,K,,,K,,
U1110-12,69.8,74.7,VC,,,VC,,
U1110-12,74.7,78.85,K,,,K,,
U1110-12,78.85,79.1,P-K/VCK,,,P-K/VCK,,
U1110-12,79.1,81.48,VCK,,,VCK,,
U1110-12,81.48,81.95,"Q,S/VCKbx",,,"Q,S/VCKbx",,
U1110-12,81.95,84.12,"VCK,P",,,"VCK,P",,
U1110-12,84.12,84.32,Q/VCKbx,,,Q/VCKbx,,
U1110-12,84.32,85.53,"VCK-Q,Srs",,,"VCK-Q,Srs",,
U1110-12,85.53,85.97,Q-S/VCKbx,,,Q-S/VCKbx,,
U1110-12,85.97,88.7,VC,,,VC,,
U1110-12,88.7,88.92,Q/VCbx,,,Q/VCbx,,
U1110-12,88.92,89.55,VCK,,,VCK,,
U1110-12,89.55,90.06,"KVC-Q,P",,,"KVC-Q,P",,
U1110-12,90.06,91.8,K,,,K,,
U1110-12,91.8,92.42,"K-Q,Prs",,,"K-Q,Prs",,
U1110-12,92.42,93.11,K,,,K,,
U1110-12,93.11,93.31,K-Prs,,,K-Prs,,
U1110-12,93.31,93.64,K,,,K,,
U1110-12,93.64,93.78,Q-P45,,,Q-P45,,
U1110-12,93.78,93.95,KVC,,,KVC,,
U1110-12,93.95,94.5,S-Q50,,,S-Q50,,
U1110-12,94.5,94.65,"C,Q/KVCbx",,,"C,Q/KVCbx",,
U1110-12,94.65,95.4,KVC,,,KVC,,
U1110-12,95.4,99.1,VCK,,,VCK,,
U1110-12,99.1,99.2,F10,,,F10,,
U1110-12,99.2,101.2,VCK,,,VCK,,
U1110-12,101.2,101.3,F15,,,F15,,
U1110-12,101.3,105.9,VCK,,,VCK,,
U1110-12,105.9,107.67,FP,,,FP,,
U1110-12,107.67,107.77,F60,,,F60,,
U1110-12,107.77,110.0,FP,,,FP,,
U1111-12,0.0,1.2,VC,,,VC,,
U1111-12,1.2,2.3,KVC,,,KVC,,
U1111-12,2.3,7.0,FP,,,FP,,
U1111-12,7.0,15.3,VC,,,VC,,
U1111-12,15.3,20.35,FP,,,FP,,
U1111-12,20.35,20.45,q30,,,q30,,
U1111-12,20.45,22.2,FP,,,FP,,
U1111-12,22.2,27.4,FP/VC,,,FP/VC,,
U1111-12,27.4,29.0,K,,,K,,
U1111-12,29.0,34.45,FP,,,FP,,
U1111-12,34.45,46.8,VC,,,VC,,
U1111-12,46.8,48.5,VC/K,,,VC/K,,
U1111-12,48.5,53.0,VC,,,VC,,
U1111-12,53.0,54.3,KVC/VCK,,,KVC/VCK,,
U1111-12,54.3,54.8,Fz15,,,Fz15,,
U1111-12,54.8,56.5,KVC/VCK,,,KVC/VCK,,
U1111-12,56.5,64.95,VC/VCK,,,VC/VCK,,
U1111-12,64.95,69.85,FP,,,FP,,
U1111-12,69.85,76.9,VC,,,VC,,
U1111-12,76.9,77.53,VCK,,,VCK,,
U1111-12,77.53,78.4,"KVC,P",,,"KVC,P",,
U1111-12,78.4,85.19,VC,,,VC,,
U1111-12,85.19,85.3,Q-P53,,,Q-P53,,
U1111-12,85.3,86.25,P/VCKbx,,,P/VCKbx,,
U1111-12,86.25,86.5,"Q,P28",,,"Q,P28",,
U1111-12,86.5,86.6,"KVC,QPrs",,,"KVC,QPrs",,
U1111-12,86.6,86.7,F55,,,F55,,
U1111-12,86.7,88.15,"KVC,QPrs",,,"KVC,QPrs",,
U1111-12,88.15,88.25,F55,,,F55,,
U1111-12,88.25,88.4,LC,,,LC,,
U1111-12,88.4,88.6,S,,,S,,
U1111-12,88.6,89.45,VCK/KVC,,,VCK/KVC,,
U1111-12,89.45,90.5,S/KVCbx,,,S/KVCbx,,
U1111-12,90.5,96.45,"VCK,QSrs",,,"VCK,QSrs",,
U1111-12,96.45,97.25,KVC,,,KVC,,
U1111-12,97.25,98.0,QS45,,,QS45,,
U1111-12,98.0,98.75,"KVC,SQrs",,,"KVC,SQrs",,
U1111-12,98.75,99.8,QS,,,QS,,
U1111-12,99.8,107.5,KVC,,,KVC,,
U1112-12,0.0,0.7,LC,,,LC,,
U1112-12,0.7,3.5,VC,,,VC,,
U1112-12,3.5,5.35,FP/VC,,,FP/VC,,
U1112-12,5.35,7.55,FPK,,,FPK,,
U1112-12,7.55,14.4,VC,,,VC,,
U1112-12,14.4,28.8,FP,,,FP,,
U1112-12,28.8,33.5,FPK,,,FPK,,
U1112-12,33.5,34.4,FP/VC,,,FP/VC,,
U1112-12,34.4,34.95,"FPK,P",,,"FPK,P",,
U1112-12,34.95,36.0,VCK,,,VCK,,
U1112-12,36.0,36.3,"K,P",,,"K,P",,
U1112-12,36.3,42.7,VC,,,VC,,
U1112-12,42.7,42.8,F40,,,F40,,
U1112-12,42.8,57.1,VC,,,VC,,
U1112-12,57.1,57.2,F,,,F,,
U1112-12,57.2,67.3,VC,,,VC,,
U1112-12,67.3,68.9,KVC,,,KVC,,
U1112-12,68.9,69.35,VCK,,,VCK,,
U1112-12,69.35,69.65,K,,,K,,
U1112-12,69.65,69.85,F10,,,F10,,
U1112-12,69.85,75.95,K,,,K,,
U1112-12,75.95,77.1,KVC,,,KVC,,
U1112-12,77.1,79.47,VCK,,,VCK,,
U1112-12,79.47,79.62,VCK-P,,,VCK-P,,
U1112-12,79.62,81.28,QS50,,,QS50,,
U1112-12,81.28,82.0,"KVC,OPrs",,,"KVC,OPrs",,
U1112-12,82.0,82.17,P/KVCbx45,,,P/KVCbx45,,
U1112-12,82.17,82.4,VCK,,,VCK,,
U1112-12,82.4,83.2,"Q,S55",,,"Q,S55",,
U1112-12,83.2,89.0,"KVC,QPrs",,,"KVC,QPrs",,
U1112-12,89.0,90.34,SQ47,,,SQ47,,
U1112-12,90.34,90.88,KVC-P,,,KVC-P,,
U1112-12,90.88,94.4,KVC,,,KVC,,
U1112-12,94.4,94.7,P/KVCbx,,,P/KVCbx,,
U1112-12,94.7,100.0,KVC,,,KVC,,
U1113-12,0.0,0.8,LC,,,LC,,
U1113-12,0.8,1.9,VC,,,VC,,
U1113-12,1.9,3.0,KVC,,,KVC,,
U1113-12,3.0,8.8,K,,,K,,
U1113-12,8.8,10.0,KVC,,,KVC,,
U1113-12,10.0,13.15,VC,,,VC,,
U1113-12,13.15,19.0,FP,,,FP,,
U1113-12,19.0,19.5,KFP,,,KFP,,
U1113-12,19.5,20.2,Q15,,,Q15,,
U1113-12,20.2,34.2,FP,,,FP,,
U1113-12,34.2,34.5,VC,,,VC,,
U1113-12,34.5,34.6,F50,,,F50,,
U1113-12,34.6,50.7,VC,,,VC,,
U1113-12,50.7,52.7,VCK/KVC,,,VCK/KVC,,
U1113-12,52.7,66.0,VC,,,VC,,
U1113-12,66.0,66.1,F55,,,F55,,
U1113-12,66.1,66.3,VC,,,VC,,
U1113-12,66.3,66.6,"KFP,Prs",,,"KFP,Prs",,
U1113-12,66.6,70.6,FPK,,,FPK,,
U1113-12,70.6,72.25,FP,,,FP,,
U1113-12,72.25,80.0,VC,,,VC,,
U1113-12,80.0,81.2,KVC,,,KVC,,
U1113-12,81.2,81.6,"K,P",,,"K,P",,
U1113-12,81.6,82.03,S-Q45,,,S-Q45,,
U1113-12,82.03,88.25,VCK,,,VCK,,
U1113-12,88.25,89.5,KVC-P,,,KVC-P,,
U1113-12,89.5,90.8,KVC,,,KVC,,
U1113-12,90.8,91.2,QK-S45,,,QK-S45,,
U1113-12,91.2,91.43,KVC,,,KVC,,
U1113-12,91.43,92.13,S-Q50,,,S-Q50,,
U1113-12,92.13,93.48,"KVC,P",,,"KVC,P",,
U1113-12,93.48,93.85,SQ/KVCbx40,,,SQ/KVCbx40,,
U1113-12,93.85,98.7,KVC,,,KVC,,
U1113-12,98.7,99.4,"KVC,P",,,"KVC,P",,
U1113-12,99.4,100.65,PQ/KVCbx35,,,PQ/KVCbx35,,
U1113-12,100.65,101.12,"KVC,Prs",,,"KVC,Prs",,
U1113-12,101.12,105.2,KVC,,,KVC,,
U1113-12,105.2,106.0,K,,,K,,
U1114-12,0.0,2.6,VCK,,,VCK,,
U1114-12,2.6,8.6,K,,,K,,
U1114-12,8.6,10.55,VCK,,,VCK,,
U1114-12,10.55,15.63,VC,,,VC,,
U1114-12,15.63,20.4,FP,,,FP,,
U1114-12,20.4,21.4,Fz45,,,Fz45,,
U1114-12,21.4,33.92,FP,,,FP,,
U1114-12,33.92,64.8,VC,,,VC,,
U1114-12,64.8,68.0,VCK,,,VCK,,
U1114-12,68.0,69.55,VC,,,VC,,
U1114-12,69.55,71.0,K,,,K,,
U1114-12,71.0,75.4,KFP,,,KFP,,
U1114-12,75.4,78.15,FP/Vf,,,FP/Vf,,
U1114-12,78.15,79.12,KVC,,,KVC,,
U1114-12,79.12,79.55,"Q-S/C,P45",,,"Q-S/C,P45",,
U1114-12,79.55,80.7,"K,Qrs",,,"K,Qrs",,
U1114-12,80.7,80.88,"Q,S/Kbx35",,,"Q,S/Kbx35",,
U1114-12,80.88,81.3,K,,,K,,
U1114-12,81.3,81.46,Q-S50,,,Q-S50,,
U1114-12,81.46,82.3,K,,,K,,
U1114-12,82.3,82.43,Q-S43,,,Q-S43,,
U1114-12,82.43,83.7,"KVC,QPrs",,,"KVC,QPrs",,
U1114-12,83.7,83.87,Q-S40,,,Q-S40,,
U1114-12,83.87,85.2,"VCK,QPrs",,,"VCK,QPrs",,
U1114-12,85.2,86.0,VC,,,VC,,
U1114-12,86.0,86.45,KVC,,,KVC,,
U1114-12,86.45,90.1,"K,QPrs",,,"K,QPrs",,
U1114-12,90.1,91.0,Q-P,,,Q-P,,
U1114-12,91.0,93.3,"P,Q/Kbx",,,"P,Q/Kbx",,
U1114-12,93.3,94.8,"K,PQrs",,,"K,PQrs",,
U1114-12,94.8,96.6,K,,,K,,
U1114-12,96.6,97.9,KVC,,,KVC,,
U1114-12,97.9,98.1,P/KVCbx60,,,P/KVCbx60,,
U1114-12,98.1,103.2,KVC,,,KVC,,
U1114-12,103.2,103.3,F30,,,F30,,
U1114-12,103.3,116.0,KVC,,,KVC,,
U1115-12,0.0,0.45,LC,,,LC,,
U1115-12,0.45,0.83,VCK,,,VCK,,
U1115-12,0.83,8.0,K,,,K,,
U1115-12,8.0,8.6,KVC,,,KVC,,
U1115-12,8.6,14.2,VCK,,,VCK,,
U1115-12,14.2,14.62,KVC,,,KVC,,
U1115-12,14.62,14.72,VC,,,VC,,
U1115-12,14.72,30.0,FP,,,FP,,
U1115-12,30.0,30.95,KFP,,,KFP,,
U1115-12,30.95,34.6,FP,,,FP,,
U1115-12,34.6,39.4,VC,,,VC,,
U1115-12,39.4,41.1,Fz45,,,Fz45,,
U1115-12,41.1,58.5,VC,,,VC,,
U1115-12,58.5,62.46,VCK,,,VCK,,
U1115-12,62.46,63.35,"VCK,P",,,"VCK,P",,
U1115-12,63.35,64.1,VC,,,VC,,
U1115-12,64.1,67.4,VCK,,,VCK,,
U1115-12,67.4,68.0,KVC,,,KVC,,
U1115-12,68.0,70.1,VCK,,,VCK,,
U1115-12,70.1,70.6,"K,Qrs",,,"K,Qrs",,
U1115-12,70.6,73.2,K,,,K,,
U1115-12,73.2,74.46,Q-S/Kbx,,,Q-S/Kbx,,
U1115-12,74.46,74.9,K,,,K,,
U1115-12,74.9,76.4,K-QS/Kbx50,,,K-QS/Kbx50,,
U1115-12,76.4,77.4,Q-S40,,,Q-S40,,
U1115-12,77.4,78.82,VC/VCK,,,VC/VCK,,
U1115-12,78.82,79.72,VCK-SQrs,,,VCK-SQrs,,
U1115-12,79.72,80.35,VCK,,,VCK,,
U1115-12,80.35,85.5,VC,,,VC,,
U1115-12,85.5,85.83,VCK,,,VCK,,
U1115-12,85.83,85.97,Q-S45,,,Q-S45,,
U1115-12,85.97,86.25,"KVC,QPrs",,,"KVC,QPrs",,
U1115-12,86.25,88.7,"K-Si,P",,,"K-Si,P",,
U1115-12,88.7,90.81,PQ/KSibx55,,,PQ/KSibx55,,
U1115-12,90.81,91.07,C-P,,,C-P,,
U1115-12,91.07,91.72,C-VC,,,C-VC,,
U1115-12,91.72,91.87,C/VCbx65,,,C/VCbx65,,
U1115-12,91.87,94.45,VC,,,VC,,
U1116-12,0.0,0.4,LC,,,LC,,
U1116-12,0.4,1.3,VCK,,,VCK,,
U1116-12,1.3,2.0,KVC,,,KVC,,
U1116-12,2.0,4.6,K,,,K,,
U1116-12,4.6,6.8,"K,QCrs",,,"K,QCrs",,
U1116-12,6.8,7.22,K,,,K,,
U1116-12,7.22,9.3,FP/KFP,,,FP/KFP,,
U1116-12,9.3,10.43,VC/VCK,,,VC/VCK,,
U1116-12,10.43,10.53,q30,,,q30,,
U1116-12,10.53,12.14,VC/VCK,,,VC/VCK,,
U1116-12,12.14,12.28,"P,Q40",,,"P,Q40",,
U1116-12,12.28,12.5,K-Prs,,,K-Prs,,
U1116-12,12.5,13.9,KFP/FPK,,,KFP/FPK,,
U1116-12,13.9,19.1,FP,,,FP,,
U1116-12,19.1,21.6,q-Fz35,,,q-Fz35,,
U1116-12,21.6,22.5,FP,,,FP,,
U1116-12,22.5,23.25,F32,,,F32,,
U1116-12,23.25,28.46,FP,,,FP,,
U1116-12,28.46,28.75,"FPK,S",,,"FPK,S",,
U1116-12,28.75,37.1,FP,,,FP,,
U1116-12,37.1,45.4,VC,,,VC,,
U1116-12,45.4,45.5,F17,,,F17,,
U1116-12,45.5,48.0,VC,,,VC,,
U1116-12,48.0,50.8,VCK,,,VCK,,
U1116-12,50.8,58.0,VCK/KVC,,,VCK/KVC,,
U1116-12,58.0,58.7,VC,,,VC,,
U1116-12,58.7,59.5,Fz18,,,Fz18,,
U1116-12,59.5,59.74,VC,,,VC,,
U1116-12,59.74,60.33,"VC-Si,PQrs",,,"VC-Si,PQrs",,
U1116-12,60.33,62.4,VC,,,VC,,
U1116-12,62.4,63.85,"VC,Qrs",,,"VC,Qrs",,
U1116-12,63.85,65.75,VC,,,VC,,
U1116-12,65.75,67.83,"VC,QPrs",,,"VC,QPrs",,
U1116-12,67.83,69.0,VC,,,VC,,
U1116-12,69.0,70.3,"VCK,QPrs",,,"VCK,QPrs",,
U1116-12,70.3,70.82,S-Q40,,,S-Q40,,
U1116-12,70.82,72.7,VC,,,VC,,
U1116-12,72.7,73.4,VCK,,,VCK,,
U1116-12,73.4,73.9,P-QC20,,,P-QC20,,
U1116-12,73.9,75.6,"VC,PQrs",,,"VC,PQrs",,
U1116-12,75.6,76.0,Fz15,,,Fz15,,
U1116-12,76.0,78.4,KVC-P,,,KVC-P,,
U1116-12,78.4,79.2,S-Q50,,,S-Q50,,
U1116-12,79.2,79.5,Fz22,,,Fz22,,
U1116-12,79.5,88.5,VC,,,VC,,
U1116-12,88.5,88.6,F35,,,F35,,
U1116-12,88.6,90.0,VC,,,VC,,
U1117-12,0.0,0.55,LC,,,LC,,
U1117-12,0.55,2.6,VCK,,,VCK,,
U1117-12,2.6,3.65,KVC,,,KVC,,
U1117-12,3.65,8.12,K,,,K,,
U1117-12,8.12,8.8,FP,,,FP,,
U1117-12,8.8,9.2,KVC,,,KVC,,
U1117-12,9.2,10.0,VCK,,,VCK,,
U1117-12,10.0,12.93,VC,,,VC,,
U1117-12,12.93,15.52,FP,,,FP,,
U1117-12,15.52,15.62,F15,,,F15,,
U1117-12,15.62,18.6,K,,,K,,
U1117-12,18.6,19.2,KFP,,,KFP,,
U1117-12,19.2,22.5,FPK,,,FPK,,
U1117-12,22.5,29.1,FP,,,FP,,
U1117-12,29.1,29.3,"FPK,P",,,"FPK,P",,
U1117-12,29.3,36.2,FP,,,FP,,
U1117-12,36.2,36.3,F50,,,F50,,
U1117-12,36.3,40.75,FP,,,FP,,
U1117-12,40.75,40.94,q30,,,q30,,
U1117-12,40.94,46.6,VC,,,VC,,
U1117-12,46.6,47.7,KVC/VCK,,,KVC/VCK,,
U1117-12,47.7,53.0,VC,,,VC,,
U1117-12,53.0,54.0,Fz,,,Fz,,
U1118-10,0.0,3.36,F55,,,F55,,
U1118-10,3.36,7.9,K,,,K,,
U1118-10,7.9,8.7,q40,,,q40,,
U1118-10,8.7,9.55,K,,,K,,
U1118-10,9.55,10.12,"K-Ch,P",,,"K-Ch,P",,
U1118-10,10.12,12.52,KFP,,,KFP,,
U1118-10,12.52,12.8,"KFP,Qrs",,,"KFP,Qrs",,
U1118-10,12.8,14.34,K/KFP,,,K/KFP,,
U1118-10,14.34,14.44,"Q,Hm/Kbx",,,"Q,Hm/Kbx",,
U1118-10,14.44,14.82,K,,,K,,
U1118-10,14.82,15.2,"K,Qrs",,,"K,Qrs",,
U1118-10,15.2,15.35,K,,,K,,
U1118-10,15.35,15.65,Q/Kbx68,,,Q/Kbx68,,
U1118-10,15.65,16.5,"K,Qrs",,,"K,Qrs",,
U1118-10,16.5,18.69,SQ/Kbx60,,,SQ/Kbx60,,
U1118-10,18.69,18.82,K-Si,,,K-Si,,
U1118-10,18.82,19.19,"K,P,Qrs",,,"K,P,Qrs",,
U1118-10,19.19,19.29,P/Kbx64,,,P/Kbx64,,
U1118-10,19.29,19.99,"K,PQrs",,,"K,PQrs",,
U1118-10,19.99,20.3,"K,Qrs",,,"K,Qrs",,
U1118-10,20.3,21.0,K,,,K,,
U1118-10,21.0,21.3,KVC,,,KVC,,
U1118-10,21.3,21.4,F45,,,F45,,
U1118-10,21.4,21.74,KVC,,,KVC,,
U1119-12s,0.0,0.8,KVC,,,KVC,,
U1119-12s,0.8,6.55,Fz,,,Fz,,
U1119-12s,6.55,7.0,K,,,K,,
U1120-10,0.0,4.8,FP,,,FP,,
U1120-10,4.8,4.9,F70,,,F70,,
U1120-10,4.9,11.0,FP,,,FP,,
U1120-10,11.0,11.1,F50,,,F50,,
U1120-10,11.1,16.84,FP,,,FP,,
U1120-10,16.84,17.4,Fz35,,,Fz35,,
U1120-10,17.4,20.75,FP,,,FP,,
U1120-10,20.75,21.6,K,,,K,,
U1120-10,21.6,22.71,KFP,,,KFP,,
U1120-10,22.71,27.22,K,,,K,,
U1120-10,27.22,27.45,SiK-P,,,SiK-P,,
U1120-10,27.45,28.1,K,,,K,,
U1120-10,28.1,28.8,FP,,,FP,,
U1120-10,28.8,33.5,K,,,K,,
U1120-10,33.5,34.14,KVC,,,KVC,,
U1121-11,0.0,8.3,K,,,K,,
U1121-11,8.3,8.85,"K,P",,,"K,P",,
U1121-11,8.85,8.95,P-Q45,,,P-Q45,,
U1121-11,8.95,11.15,K,,,K,,
U1121-11,11.15,12.88,Q-P/Kbx,,,Q-P/Kbx,,
U1121-11,12.88,13.45,K,,,K,,
U1121-11,13.45,13.65,Q-P/Kbx,,,Q-P/Kbx,,
U1121-11,13.65,14.7,"K,PQrs",,,"K,PQrs",,
U1121-11,14.7,15.35,K,,,K,,
U1121-11,15.35,15.93,"K,Qrs",,,"K,Qrs",,
U1121-11,15.93,16.53,K,,,K,,
U1121-11,16.53,17.18,"Q,P/Kbx",,,"Q,P/Kbx",,
U1121-11,17.18,19.14,"K,QPrs",,,"K,QPrs",,
U1121-11,19.14,20.0,K,,,K,,
U1121-11,20.0,20.72,FP,,,FP,,
U1122-11,0.0,7.22,K,,,K,,
U1122-11,7.22,7.36,"Q,P37",,,"Q,P37",,
U1122-11,7.36,8.35,K,,,K,,
U1122-11,8.35,8.5,P/Kbx,,,P/Kbx,,
U1122-11,8.5,12.8,K,,,K,,
U1122-11,12.8,13.02,LC,,,LC,,
U1122-11,13.02,13.52,K-QPrs,,,K-QPrs,,
U1122-11,13.52,14.75,K,,,K,,
U1122-11,14.75,16.23,"K,QP",,,"K,QP",,
U1122-11,16.23,16.9,"Q,Ch,P/Kbx",,,"Q,Ch,P/Kbx",,
U1122-11,16.9,17.39,"K,QP",,,"K,QP",,
U1122-11,17.39,17.65,"Q,S,Vg",,,"Q,S,Vg",,
U1122-11,17.65,18.27,K,,,K,,
U1122-11,18.27,20.11,"KFP,PQrs",,,"KFP,PQrs",,
U1123-11,0.0,0.52,K,,,K,,
U1123-11,0.52,2.7,KVC,,,KVC,,
U1123-11,2.7,4.34,K,,,K,,
U1123-11,4.34,5.29,"K,QSrs",,,"K,QSrs",,
U1123-11,5.29,5.87,"K,Prs",,,"K,Prs",,
U1123-11,5.87,8.12,K,,,K,,
U1123-11,8.12,8.47,"K,QPrs",,,"K,QPrs",,
U1123-11,8.47,10.0,"Q,P80",,,"Q,P80",,
U1123-11,10.0,14.2,"K,Qrs",,,"K,Qrs",,
U1123-11,14.2,15.34,K,,,K,,
U1123-11,15.34,15.85,"K,QPrs",,,"K,QPrs",,
U1124-11,0.0,1.0,K,,,K,,
U1124-11,1.0,3.05,KKVC,,,KKVC,,
U1124-11,3.05,5.5,KFP,,,KFP,,
U1124-11,5.5,5.8,Q-P23,,,Q-P23,,
U1124-11,5.8,6.8,K,,,K,,
U1124-11,6.8,7.4,"K,Prs",,,"K,Prs",,
U1124-11,7.4,8.2,K,,,K,,
U1124-11,8.2,8.7,"K,Qrs",,,"K,Qrs",,
U1124-11,8.7,11.89,K,,,K,,
U1124-11,11.89,12.2,"K,QPrs",,,"K,QPrs",,
U1124-11,12.2,12.46,Q/Kbx,,,Q/Kbx,,
U1124-11,12.46,12.63,K,,,K,,
U1124-11,12.63,12.74,"K-Si,Qrs",,,"K-Si,Qrs",,
U1124-11,12.74,13.4,QP/K-Si45,,,QP/K-Si45,,
U1124-11,13.4,14.63,"Q,P/Kbx",,,"Q,P/Kbx",,
U1124-11,14.63,14.89,"K,QPrs",,,"K,QPrs",,
U1124-11,14.89,15.53,"Vg,KQ/Kbx",,,"Vg,KQ/Kbx",,
U1124-11,15.53,16.7,"K,QPrs",,,"K,QPrs",,
U1124-11,16.7,16.8,F9,,,F9,,
U1124-11,16.8,17.65,"K,QPrs",,,"K,QPrs",,
U1124-11,17.65,18.59,KVC/K,,,KVC/K,,
U1125-12,0.0,0.35,LC,,,LC,,
U1125-12,0.35,1.5,VCK,,,VCK,,
U1125-12,1.5,6.5,K,,,K,,
U1125-12,6.5,7.1,FPK,,,FPK,,
U1125-12,7.1,8.25,K,,,K,,
U1125-12,8.25,12.55,VC,,,VC,,
U1125-12,12.55,30.3,FP,,,FP,,
U1125-12,30.3,30.4,F35,,,F35,,
U1125-12,30.4,32.9,FP,,,FP,,
U1125-12,32.9,54.5,VC,,,VC,,
U1125-12,54.5,55.6,Fz10,,,Fz10,,
U1125-12,55.6,63.6,VC,,,VC,,
U1125-12,63.6,65.45,VCK,,,VCK,,
U1125-12,65.45,66.5,K/FP,,,K/FP,,
U1125-12,66.5,67.35,Fz20,,,Fz20,,
U1125-12,67.35,68.62,K,,,K,,
U1125-12,68.62,69.1,"K,S",,,"K,S",,
U1125-12,69.1,69.22,C-P40,,,C-P40,,
U1125-12,69.22,69.85,"VCK,P",,,"VCK,P",,
U1125-12,69.85,73.25,"K,QPrs",,,"K,QPrs",,
U1125-12,73.25,73.5,Fz35,,,Fz35,,
U1125-12,73.5,74.35,"K,Prs",,,"K,Prs",,
U1125-12,74.35,74.75,Fz33,,,Fz33,,
U1125-12,74.75,74.9,S-Q/Fz,,,S-Q/Fz,,
U1125-12,74.9,75.65,VC,,,VC,,
U1125-12,75.65,76.45,VC-S,,,VC-S,,
U1125-12,76.45,78.65,KVC,,,KVC,,
U1125-12,78.65,79.1,"KVC,PQrs",,,"KVC,PQrs",,
U1125-12,79.1,82.13,VCK/VC,,,VCK/VC,,
U1125-12,82.13,83.0,"VCK,PQrs",,,"VCK,PQrs",,
U1125-12,83.0,83.36,"P,C,Q",,,"P,C,Q",,
U1125-12,83.36,83.5,K-QP,,,K-QP,,
U1125-12,83.5,84.8,"VCK,P",,,"VCK,P",,
U1125-12,84.8,84.9,F30,,,F30,,
U1125-12,84.9,86.57,VC,,,VC,,
U1125-12,86.57,87.0,KVC-PQ,,,KVC-PQ,,
U1125-12,87.0,88.3,VC,,,VC,,
U1125-12,88.3,89.44,Fz40,,,Fz40,,
U1125-12,89.44,90.53,VC,,,VC,,
U1125-12,90.53,90.63,F72,,,F72,,
U1125-12,90.63,91.2,VC,,,VC,,
U1126-12,0.0,3.12,VC,,,VC,,
U1126-12,3.12,8.55,K,,,K,,
U1126-12,8.55,10.2,KVC,,,KVC,,
U1126-12,10.2,13.5,VCK,,,VCK,,
U1126-12,13.5,13.6,q25,,,q25,,
U1126-12,13.6,15.9,FP,,,FP,,
U1126-12,15.9,16.5,K,,,K,,
U1126-12,16.5,22.0,FPK,,,FPK,,
U1126-12,22.0,36.8,FP,,,FP,,
U1126-12,36.8,45.92,VC,,,VC,,
U1126-12,45.92,46.3,P30,,,P30,,
U1126-12,46.3,59.9,VC,,,VC,,
U1126-12,59.9,60.55,"VC,P,Qrs",,,"VC,P,Qrs",,
U1126-12,60.55,61.4,VC,,,VC,,
U1126-12,61.4,61.67,"Q,S/VCbx",,,"Q,S/VCbx",,
U1126-12,61.67,62.32,VC,,,VC,,
U1126-12,62.32,63.51,"VC,QSrs",,,"VC,QSrs",,
U1126-12,63.51,63.71,"Q,S50",,,"Q,S50",,
U1126-12,63.71,66.85,VC,,,VC,,
U1126-12,66.85,67.0,Q-S60,,,Q-S60,,
U1126-12,67.0,67.1,LC,,,LC,,
U1126-12,67.1,67.5,VCK,,,VCK,,
U1126-12,67.5,68.12,Q-S/KVCbx,,,Q-S/KVCbx,,
U1126-12,68.12,69.08,VCK,,,VCK,,
U1126-12,69.08,69.38,S-Q25,,,S-Q25,,
U1126-12,69.38,69.58,VC,,,VC,,
U1126-12,69.58,69.78,QP/VCbx,,,QP/VCbx,,
U1126-12,69.78,70.9,VC,,,VC,,
U1126-12,70.9,71.63,"VC,Prs",,,"VC,Prs",,
U1126-12,71.63,72.07,"P,Q/VCbx50",,,"P,Q/VCbx50",,
U1126-12,72.07,74.35,VC,,,VC,,
U1126-12,74.35,74.67,KVC-P,,,KVC-P,,
U1126-12,74.67,74.82,P35,,,P35,,
U1126-12,74.82,74.9,"KVC,P",,,"KVC,P",,
U1126-12,74.9,76.6,VC,,,VC,,
U1126-12,76.6,77.22,"P,C65",,,"P,C65",,
U1126-12,77.22,77.54,Fz,,,Fz,,
U1126-12,77.54,88.0,VC,,,VC,,
U1127-12,0.0,2.0,VCK,,,VCK,,
U1127-12,2.0,2.71,KVC,,,KVC,,
U1127-12,2.71,6.58,K,,,K,,
U1127-12,6.58,7.6,KFP,,,KFP,,
U1127-12,7.6,8.65,KVC,,,KVC,,
U1127-12,8.65,9.32,VC,,,VC,,
U1127-12,9.32,9.42,q40,,,q40,,
U1127-12,9.42,10.1,VC,,,VC,,
U1127-12,10.1,10.6,KVC,,,KVC,,
U1127-12,10.6,10.7,q20,,,q20,,
U1127-12,10.7,12.4,KVC,,,KVC,,
U1127-12,12.4,13.4,K,,,K,,
U1127-12,13.4,21.0,FP,,,FP,,
U1127-12,21.0,21.1,F15,,,F15,,
U1127-12,21.1,32.2,FP,,,FP,,
U1127-12,32.2,32.3,F25,,,F25,,
U1127-12,32.3,41.5,FP,,,FP,,
U1127-12,41.5,43.0,VCK,,,VCK,,
U1127-12,43.0,43.1,q35,,,q35,,
U1127-12,43.1,44.7,VCK,,,VCK,,
U1127-12,44.7,49.7,VC,,,VC,,
U1127-12,49.7,50.45,Fz,,,Fz,,
U1127-12,50.45,69.7,VC,,,VC,,
U1127-12,69.7,70.6,"VC,P",,,"VC,P",,
